Budget/Actual/Commitmt/Rem.Plan/Assigned	Current data (14.05.2025 15:05:01)
 Plan version        0     Plan/Act - Version
	Total of years	Total of years	Total of years	Total of years	Total of years	Previous years	Previous years	Previous years	Previous years	Previous years	2025	2025	2025	2025	2025	2026	2026	2026	2026	2026	2027	2027	2027	2027	2027	2028 and Following	2028 and Following	2028 and Following	2028 and Following	2028 and Following	Overall values	Overall values	Overall values	Overall values	Overall values
*   THYRISTOR BRIDGE SPA WBS NL-N-TS2-002-04-07-57	         3458799.48	               0.00	         3458799.48	         3458799.48	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3458799.48	               0.00	         3458799.48	         3458799.48	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3458799.48	               0.00	         3458799.48	         3458799.48	               0.00
*** BOILER MAINTENANCE   WBS NL-N-TS2-002-05	      1271346914.11	       530972435.28	       732532344.66	      1263515500.93	         7831413.18	       495142453.38	       487300319.21	               0.00	       487311040.20	         7831413.18	       776204460.73	        43672116.07	       732532344.66	       776204460.73	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	      1274674965.50	       530972435.28	       732532344.66	      1263515500.93	        11159464.57
**  SLAG CONVEYOR,ABG &  WBS NL-N-TS2-002-05-01	       202062346.37	       167545154.97	        34517191.40	       202062346.37	               0.00	       123873038.90	       123873038.90	               0.00	       123873038.90	               0.00	        78189307.47	        43672116.07	        34517191.40	        78189307.47	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       202062346.37	       167545154.97	        34517191.40	       202062346.37	               0.00
*   SLAG CONVEYOR CHAIN, WBS NL-N-TS2-002-05-01-01	        17118894.93	        10762694.93	         6356200.00	        17118894.93	               0.00	        10762694.93	        10762694.93	               0.00	        10762694.93	               0.00	         6356200.00	               0.00	         6356200.00	         6356200.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        17118894.93	        10762694.93	         6356200.00	        17118894.93	               0.00
*   Replace Str & Cheque WBS NL-N-TS2-002-05-01-02	         3132330.00	         3132330.00	               0.00	         3132330.00	               0.00	         3132330.00	         3132330.00	               0.00	         3132330.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3132330.00	         3132330.00	               0.00	         3132330.00	               0.00
*   Procurement of PB El WBS NL-N-TS2-002-05-01-03	         2436741.11	         2436741.11	               0.00	         2436741.11	               0.00	         2436741.11	         2436741.11	               0.00	         2436741.11	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2436741.11	         2436741.11	               0.00	         2436741.11	               0.00
*   Rectification of Uni WBS NL-N-TS2-002-05-01-04	         4598035.20	         4598035.20	               0.00	         4598035.20	               0.00	         4598035.20	         4598035.20	               0.00	         4598035.20	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4598035.20	         4598035.20	               0.00	         4598035.20	               0.00
*   Replacement of liner WBS NL-N-TS2-002-05-01-05	         2419000.00	               0.00	         2419000.00	         2419000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2419000.00	               0.00	         2419000.00	         2419000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2419000.00	               0.00	         2419000.00	         2419000.00	               0.00
*   procurement of ABG l WBS NL-N-TS2-002-05-01-06	         1995944.86	               0.00	         1995944.86	         1995944.86	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1995944.86	               0.00	         1995944.86	         1995944.86	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1995944.86	               0.00	         1995944.86	         1995944.86	               0.00
*   link chain size 22*8 WBS NL-N-TS2-002-05-01-07	        33254760.00	        33254760.00	               0.00	        33254760.00	               0.00	        33254760.00	        33254760.00	               0.00	        33254760.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        33254760.00	        33254760.00	               0.00	        33254760.00	               0.00
*   Round link Chain-14X WBS NL-N-TS2-002-05-01-08	          993504.14	          993504.14	               0.00	          993504.14	               0.00	          993504.14	          993504.14	               0.00	          993504.14	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          993504.14	          993504.14	               0.00	          993504.14	               0.00
*   Side/Intermediate Gr WBS NL-N-TS2-002-05-01-09	         4160393.60	         4160393.60	               0.00	         4160393.60	               0.00	         4160393.60	         4160393.60	               0.00	         4160393.60	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4160393.60	         4160393.60	               0.00	         4160393.60	               0.00
*   Roller for ABG 355mm WBS NL-N-TS2-002-05-01-10	         1509025.32	         1509025.32	               0.00	         1509025.32	               0.00	         1509025.32	         1509025.32	               0.00	         1509025.32	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1509025.32	         1509025.32	               0.00	         1509025.32	               0.00
*   Connecting pin for A WBS NL-N-TS2-002-05-01-11	          411500.01	          411500.01	               0.00	          411500.01	               0.00	          411500.01	          411500.01	               0.00	          411500.01	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          411500.01	          411500.01	               0.00	          411500.01	               0.00
*   Louver Type Grate Ba WBS NL-N-TS2-002-05-01-12	         6763015.55	         6763015.55	               0.00	         6763015.55	               0.00	         6763015.55	         6763015.55	               0.00	         6763015.55	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6763015.55	         6763015.55	               0.00	         6763015.55	               0.00
*   ABG CAP BEARING A180 WBS NL-N-TS2-002-05-01-13	          929790.96	          929790.96	               0.00	          929790.96	               0.00	          929790.96	          929790.96	               0.00	          929790.96	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          929790.96	          929790.96	               0.00	          929790.96	               0.00
*   ABG plate link chain WBS NL-N-TS2-002-05-01-14	         3051478.28	         3051478.28	               0.00	         3051478.28	               0.00	         3051478.28	         3051478.28	               0.00	         3051478.28	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3051478.28	         3051478.28	               0.00	         3051478.28	               0.00
*   Repl & Recti of Supp WBS NL-N-TS2-002-05-01-15	         5908583.89	         4429696.01	         1478887.88	         5908583.89	               0.00	         4429696.01	         4429696.01	               0.00	         4429696.01	               0.00	         1478887.88	               0.00	         1478887.88	         1478887.88	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5908583.89	         4429696.01	         1478887.88	         5908583.89	               0.00
*   Belt Conveyor Idler  WBS NL-N-TS2-002-05-01-16	          428599.22	          428599.22	               0.00	          428599.22	               0.00	          428599.22	          428599.22	               0.00	          428599.22	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          428599.22	          428599.22	               0.00	          428599.22	               0.00
*   Replacement of damag WBS NL-N-TS2-002-05-01-17	          123408.32	          123408.32	               0.00	          123408.32	               0.00	          123408.32	          123408.32	               0.00	          123408.32	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          123408.32	          123408.32	               0.00	          123408.32	               0.00
*   ABG Drive Shaft Chai WBS NL-N-TS2-002-05-01-18	         1230871.05	         1230871.05	               0.00	         1230871.05	               0.00	         1230871.05	         1230871.05	               0.00	         1230871.05	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1230871.05	         1230871.05	               0.00	         1230871.05	               0.00
*   Complete set of Spac WBS NL-N-TS2-002-05-01-19	         1064049.66	         1064049.66	               0.00	         1064049.66	               0.00	         1064049.66	         1064049.66	               0.00	         1064049.66	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1064049.66	         1064049.66	               0.00	         1064049.66	               0.00
*   ST contract 5 nos AB WBS NL-N-TS2-002-05-01-20	         7418993.02	         6383728.02	         1035265.00	         7418993.02	               0.00	         6383728.02	         6383728.02	               0.00	         6383728.02	               0.00	         1035265.00	               0.00	         1035265.00	         1035265.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         7418993.02	         6383728.02	         1035265.00	         7418993.02	               0.00
*   RUD Chain coupling c WBS NL-N-TS2-002-05-01-21	         2660000.02	         2660000.02	               0.00	         2660000.02	               0.00	         2660000.02	         2660000.02	               0.00	         2660000.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2660000.02	         2660000.02	               0.00	         2660000.02	               0.00
*   ST work for fabricat WBS NL-N-TS2-002-05-01-22	         6355880.00	         6078180.00	          277700.00	         6355880.00	               0.00	         6095880.00	         6095880.00	               0.00	         6095880.00	               0.00	          260000.00	          -17700.00	          277700.00	          260000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6355880.00	         6078180.00	          277700.00	         6355880.00	               0.00
*   Louvre Type Grate ba WBS NL-N-TS2-002-05-01-23	        10508223.41	        10508223.41	               0.00	        10508223.41	               0.00	        10508223.41	        10508223.41	               0.00	        10508223.41	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10508223.41	        10508223.41	               0.00	        10508223.41	               0.00
*   Changing /Rectifi of WBS NL-N-TS2-002-05-01-24	        11635876.26	         5013766.16	         6622110.10	        11635876.26	               0.00	         5013766.16	         5013766.16	               0.00	         5013766.16	               0.00	         6622110.10	               0.00	         6622110.10	         6622110.10	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        11635876.26	         5013766.16	         6622110.10	        11635876.26	               0.00
*   Side/Intermediate Gr WBS NL-N-TS2-002-05-01-25	         6621457.85	         6621457.85	               0.00	         6621457.85	               0.00	         6621457.85	         6621457.85	               0.00	         6621457.85	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6621457.85	         6621457.85	               0.00	         6621457.85	               0.00
*   ABG Plate Link Chain WBS NL-N-TS2-002-05-01-26	         3934566.89	         3934566.89	               0.00	         3934566.89	               0.00	         3934566.89	         3934566.89	               0.00	         3934566.89	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3934566.89	         3934566.89	               0.00	         3934566.89	               0.00
*   ABG- COMPLETE SET OF WBS NL-N-TS2-002-05-01-27	         2551836.65	         2551836.65	               0.00	         2551836.65	               0.00	          238058.57	          238058.57	               0.00	          238058.57	               0.00	         2313778.08	         2313778.08	               0.00	         2313778.08	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2551836.65	         2551836.65	               0.00	         2551836.65	               0.00
*   ABG-ROLLER-305MM     WBS NL-N-TS2-002-05-01-28	         1114269.57	         1114269.57	               0.00	         1114269.57	               0.00	         1114269.57	         1114269.57	               0.00	         1114269.57	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1114269.57	         1114269.57	               0.00	         1114269.57	               0.00
*   ABG-ROLLER-355MM     WBS NL-N-TS2-002-05-01-29	         2659232.95	         2659232.95	               0.00	         2659232.95	               0.00	         2023195.05	         2023195.05	               0.00	         2023195.05	               0.00	          636037.90	          636037.90	               0.00	          636037.90	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2659232.95	         2659232.95	               0.00	         2659232.95	               0.00
*   IMPORTED ROUND LINK  WBS NL-N-TS2-002-05-01-30	        40740000.09	        40740000.09	               0.00	        40740000.09	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        40740000.09	        40740000.09	               0.00	        40740000.09	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        40740000.09	        40740000.09	               0.00	        40740000.09	               0.00
*   SEVEN NO OF ABG OVER WBS NL-N-TS2-002-05-01-31	         5152119.00	               0.00	         5152119.00	         5152119.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5152119.00	               0.00	         5152119.00	         5152119.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5152119.00	               0.00	         5152119.00	         5152119.00	               0.00
*   ABG TENSION GUIDE DR WBS NL-N-TS2-002-05-01-32	         5641146.56	               0.00	         5641146.56	         5641146.56	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5641146.56	               0.00	         5641146.56	         5641146.56	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5641146.56	               0.00	         5641146.56	         5641146.56	               0.00
*   GEAR BOX MOTOR       WBS NL-N-TS2-002-05-01-33	         3538818.00	               0.00	         3538818.00	         3538818.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3538818.00	               0.00	         3538818.00	         3538818.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3538818.00	               0.00	         3538818.00	         3538818.00	               0.00
**  MILL MAINTENANCE     WBS NL-N-TS2-002-05-02	        91230053.87	        78941528.56	        12288525.31	        91230053.87	               0.00	        78941528.56	        78941528.56	               0.00	        78941528.56	               0.00	        12288525.31	               0.00	        12288525.31	        12288525.31	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        93282053.88	        78941528.56	        12288525.31	        91230053.87	         2052000.01
*   MILLS AND PF DUCTS   WBS NL-N-TS2-002-05-02-01	        21074260.09	        20507859.74	          566400.35	        21074260.09	               0.00	        20507859.74	        20507859.74	               0.00	        20507859.74	               0.00	          566400.35	               0.00	          566400.35	          566400.35	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        23126260.10	        20507859.74	          566400.35	        21074260.09	         2052000.01
*   Helical Spring &Visc WBS NL-N-TS2-002-05-02-02	         8138236.21	         8138236.21	               0.00	         8138236.21	               0.00	         8138236.21	         8138236.21	               0.00	         8138236.21	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8138236.21	         8138236.21	               0.00	         8138236.21	               0.00
*   Mill double bearing  WBS NL-N-TS2-002-05-02-03	          890100.00	          890100.00	               0.00	          890100.00	               0.00	          890100.00	          890100.00	               0.00	          890100.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          890100.00	          890100.00	               0.00	          890100.00	               0.00
*   PF Duct lifting & Al WBS NL-N-TS2-002-05-02-04	         2320200.03	         1486800.00	          833400.03	         2320200.03	               0.00	         1486800.00	         1486800.00	               0.00	         1486800.00	               0.00	          833400.03	               0.00	          833400.03	          833400.03	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2320200.03	         1486800.00	          833400.03	         2320200.03	               0.00
*   replace of spring un WBS NL-N-TS2-002-05-02-05	         2534640.02	         2534640.00	               0.02	         2534640.02	               0.00	         2534640.00	         2534640.00	               0.00	         2534640.00	               0.00	               0.02	               0.00	               0.02	               0.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2534640.02	         2534640.00	               0.02	         2534640.02	               0.00
*   Replace recti classi WBS NL-N-TS2-002-05-02-06	         4697547.15	         2936420.22	         1761126.93	         4697547.15	               0.00	         2936420.22	         2936420.22	               0.00	         2936420.22	               0.00	         1761126.93	               0.00	         1761126.93	         1761126.93	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4697547.15	         2936420.22	         1761126.93	         4697547.15	               0.00
*   Spring unit/visco da WBS NL-N-TS2-002-05-02-07	         8299186.73	         8299186.73	               0.00	         8299186.73	               0.00	         8299186.73	         8299186.73	               0.00	         8299186.73	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8299186.73	         8299186.73	               0.00	         8299186.73	               0.00
*   Replace of Spring Vi WBS NL-N-TS2-002-05-02-08	         2534640.02	         2534640.00	               0.02	         2534640.02	               0.00	         2534640.00	         2534640.00	               0.00	         2534640.00	               0.00	               0.02	               0.00	               0.02	               0.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2534640.02	         2534640.00	               0.02	         2534640.02	               0.00
*   Mill Door seal colla WBS NL-N-TS2-002-05-02-09	        11446000.00	        11446000.00	               0.00	        11446000.00	               0.00	        11446000.00	        11446000.00	               0.00	        11446000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        11446000.00	        11446000.00	               0.00	        11446000.00	               0.00
*   Voith Turbo/EPK Conn WBS NL-N-TS2-002-05-02-10	         9612273.02	         9612273.02	               0.00	         9612273.02	               0.00	         9612273.02	         9612273.02	               0.00	         9612273.02	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9612273.02	         9612273.02	               0.00	         9612273.02	               0.00
*   MILL DOUBLE BEARING  WBS NL-N-TS2-002-05-02-11	        10555372.64	        10555372.64	               0.00	        10555372.64	               0.00	        10555372.64	        10555372.64	               0.00	        10555372.64	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10555372.64	        10555372.64	               0.00	        10555372.64	               0.00
*   REVAMPING-MILL DOOR  WBS NL-N-TS2-002-05-02-12	         4965000.01	               0.00	         4965000.01	         4965000.01	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4965000.01	               0.00	         4965000.01	         4965000.01	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4965000.01	               0.00	         4965000.01	         4965000.01	               0.00
*   PROC-MILL DOUBLE BEA WBS NL-N-TS2-002-05-02-13	         4162597.95	               0.00	         4162597.95	         4162597.95	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4162597.95	               0.00	         4162597.95	         4162597.95	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4162597.95	               0.00	         4162597.95	         4162597.95	               0.00
**  PRESSURE PARTS       WBS NL-N-TS2-002-05-03	       679830459.66	       121153822.41	       558661814.11	       679815636.52	           14823.14	       121168645.55	       121153822.41	               0.00	       121153822.41	           14823.14	       558661814.11	               0.00	       558661814.11	       558661814.11	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	       679830459.66	       121153822.41	       558661814.11	       679815636.52	           14823.14
*   SH3 Outlet Header (S WBS NL-N-TS2-002-05-03-01	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
*   Drum Safety Valves ( WBS NL-N-TS2-002-05-03-04	         7404920.03	         7404919.99	               0.04	         7404920.03	               0.00	         7404919.99	         7404919.99	               0.00	         7404919.99	               0.00	               0.04	               0.00	               0.04	               0.04	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         7404920.03	         7404919.99	               0.04	         7404920.03	               0.00
*   Temperature Control  WBS NL-N-TS2-002-05-03-06	         2257641.00	               0.00	         2257641.00	         2257641.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2257641.00	               0.00	         2257641.00	         2257641.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2257641.00	               0.00	         2257641.00	         2257641.00	               0.00
*   Water Lance Pump     WBS NL-N-TS2-002-05-03-09	         1813850.98	         1813850.98	               0.00	         1813850.98	               0.00	         1813850.98	         1813850.98	               0.00	         1813850.98	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1813850.98	         1813850.98	               0.00	         1813850.98	               0.00
*   Automatic Stress Rel WBS NL-N-TS2-002-05-03-12	          372880.00	          372880.00	               0.00	          372880.00	               0.00	          372880.00	          372880.00	               0.00	          372880.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          372880.00	          372880.00	               0.00	          372880.00	               0.00
*   Portable Rebound Har WBS NL-N-TS2-002-05-03-13	          198240.00	          198240.00	               0.00	          198240.00	               0.00	          198240.00	          198240.00	               0.00	          198240.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          198240.00	          198240.00	               0.00	          198240.00	               0.00
*   Water Wall Tube & Pa WBS NL-N-TS2-002-05-03-14	          595145.97	          595145.97	               0.00	          595145.97	               0.00	          595145.97	          595145.97	               0.00	          595145.97	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          595145.97	          595145.97	               0.00	          595145.97	               0.00
*   Boiler-5 Hanger Insp WBS NL-N-TS2-002-05-03-15	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
*   Water Wall Tube,Pane WBS NL-N-TS2-002-05-03-16	         1651570.50	         1651570.50	               0.00	         1651570.50	               0.00	         1651570.50	         1651570.50	               0.00	         1651570.50	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1651570.50	         1651570.50	               0.00	         1651570.50	               0.00
