Budget/Actual/Commitmt/Rem.Plan/Assigned	Current data (24.09.2025 15:12:00)
 Plan version        0     Plan/Act - Version
	Total of years	Total of years	Total of years	Total of years	Total of years	Previous years	Previous years	Previous years	Previous years	Previous years	2025	2025	2025	2025	2025	2026	2026	2026	2026	2026	2027	2027	2027	2027	2027	2028 and Following	2028 and Following	2028 and Following	2028 and Following	2028 and Following	Overall values	Overall values	Overall values	Overall values	Overall values
6*  Re-dev. activities K PRJ NL-S-CSR-136	        25000000.00	               0.00	               0.00	               0.00	        25000000.00	        25000000.00	               0.00	               0.00	               0.00	        25000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        25000000.00	               0.00	               0.00	               0.00	        25000000.00
6*  Tokyo Olympics Jodhk PRJ NL-S-CSR-137	         5000000.00	         4339132.76	          565935.99	         4905068.75	           94931.25	         5000000.00	         4339132.76	          565935.99	         4905068.75	           94931.25	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5000000.00	         4339132.76	          565935.99	         4905068.75	           94931.25
6*  T.O. Lulkudi, Badkic PRJ NL-S-CSR-138	        10000000.00	               0.00	               0.00	               0.00	        10000000.00	        10000000.00	               0.00	               0.00	               0.00	        10000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10000000.00	               0.00	               0.00	               0.00	        10000000.00
6*  Sports meet Bikaner  PRJ NL-S-CSR-139	         1000000.00	          948860.72	               0.00	          948860.72	           51139.28	         1000000.00	          948860.72	               0.00	          948860.72	           51139.28	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1000000.00	          948860.72	               0.00	          948860.72	           51139.28
6*  BT road Bharathi Nag PRJ NL-S-CSR-140	         3871000.00	               0.00	               0.00	               0.00	         3871000.00	         3871000.00	               0.00	               0.00	               0.00	         3871000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3871000.00	               0.00	               0.00	               0.00	         3871000.00
6*  13 wells Bhanpura vi PRJ NL-S-CSR-141	         2000000.00	         1904774.72	           50571.70	         1955346.42	           44653.58	         2000000.00	         1904774.72	           50571.70	         1955346.42	           44653.58	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2000000.00	         1904774.72	           50571.70	         1955346.42	           44653.58
6*  Community hall Kolli PRJ NL-S-CSR-142	         6000000.00	               0.00	               0.00	               0.00	         6000000.00	         6000000.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	         6000000.00
6*  Road repair work The PRJ NL-S-CSR-143	         4000000.00	               0.00	          858422.71	          858422.71	         3141577.29	         4000000.00	               0.00	          858422.71	          858422.71	         3141577.29	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4000000.00	               0.00	          858422.71	          858422.71	         3141577.29
6*  Community Hall Mella PRJ NL-S-CSR-144	         6000000.00	               0.00	               0.00	               0.00	         6000000.00	         6000000.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	               0.00	               0.00	         6000000.00
6*  BT road Kunankurichi PRJ NL-S-CSR-145	         4000000.00	               0.00	               0.00	               0.00	         4000000.00	         4000000.00	               0.00	               0.00	               0.00	         4000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4000000.00	               0.00	               0.00	               0.00	         4000000.00
6*  Barsingsar-Udairamsa PRJ NL-S-CSR-146	        20000000.00	        18317185.27	         1610929.13	        19928114.40	           71885.60	        20000000.00	        18317185.27	         1610929.13	        19928114.40	           71885.60	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        20000000.00	        18317185.27	         1610929.13	        19928114.40	           71885.60
6*  Boxculvert,Rcc vents PRJ NL-S-CSR-147	        20000000.00	          392294.84	        12549241.66	        12941536.50	         7058463.50	        20000000.00	          392294.84	        12549241.66	        12941536.50	         7058463.50	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        20000000.00	          392294.84	        12549241.66	        12941536.50	         7058463.50
6*  Baseline survey & IA PRJ NL-S-CSR-148	         4000000.00	               0.00	               0.00	               0.00	         4000000.00	         4000000.00	               0.00	               0.00	               0.00	         4000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4000000.00	               0.00	               0.00	               0.00	         4000000.00
6*  FA Guru Institute Hu PRJ NL-S-CSR-149	        20000000.00	               0.00	               0.00	               0.00	        20000000.00	        20000000.00	               0.00	               0.00	               0.00	        20000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        20000000.00	               0.00	               0.00	               0.00	        20000000.00
6*  Cow Stable Barsi Bar PRJ NL-S-CSR-150	         2500000.00	               0.00	               0.00	               0.00	         2500000.00	         2500000.00	               0.00	               0.00	               0.00	         2500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2500000.00	               0.00	               0.00	               0.00	         2500000.00
6*  Administrative Overh PRJ NL-S-CSR-151	        20238103.35	        20135000.00	          103103.35	        20238103.35	               0.00	        20238103.35	        20135000.00	          103103.35	        20238103.35	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        20238103.35	        20135000.00	          103103.35	        20238103.35	               0.00
6*  TraumaCare First Flo PRJ NL-S-CSR-152	        12200000.00	         9646348.80	           64037.58	         9710386.38	         2489613.62	        12200000.00	         9646348.80	           64037.58	         9710386.38	         2489613.62	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        12200000.00	         9646348.80	           64037.58	         9710386.38	         2489613.62
6*  Upgradation of PHCs  PRJ NL-S-CSR-153	         1500000.00	         1201245.91	               0.00	         1201245.91	          298754.09	         1500000.00	         1201245.91	               0.00	         1201245.91	          298754.09	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	         1201245.91	               0.00	         1201245.91	          298754.09
6*  Imp. works Gov PHC C PRJ NL-S-CSR-154	         3000000.00	         2706033.20	               0.00	         2706033.20	          293966.80	         3000000.00	         2706033.20	               0.00	         2706033.20	          293966.80	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3000000.00	         2706033.20	               0.00	         2706033.20	          293966.80
6*  D.G.Set O2 plant  Vi PRJ NL-S-CSR-155	         2300000.00	         1576461.71	               0.00	         1576461.71	          723538.29	         2300000.00	         1576461.71	               0.00	         1576461.71	          723538.29	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2300000.00	         1576461.71	               0.00	         1576461.71	          723538.29
6*  Ramakrishna Math, Ra PRJ NL-S-CSR-156	        10000000.00	               0.00	         8447806.00	         8447806.00	         1552194.00	        10000000.00	               0.00	         8447806.00	         8447806.00	         1552194.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10000000.00	               0.00	         8447806.00	         8447806.00	         1552194.00
6*  Consumbales charges  PRJ NL-S-CSR-157	          949500.00	           29500.00	           88500.00	          118000.00	          831500.00	          949500.00	           29500.00	           88500.00	          118000.00	          831500.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          949500.00	           29500.00	           88500.00	          118000.00	          831500.00
6*  Tin shed water tank  PRJ NL-S-CSR-158	         2500000.00	         2223127.84	          164853.04	         2387980.88	          112019.12	         2500000.00	         2223127.84	          164853.04	         2387980.88	          112019.12	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2500000.00	         2223127.84	          164853.04	         2387980.88	          112019.12
6*  OHT & Borewell U.Adh PRJ NL-S-CSR-159	         3189226.46	         2684561.79	          318228.88	         3002790.67	          186435.79	         3189226.46	         2684561.79	          318228.88	         3002790.67	          186435.79	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3189226.46	         2684561.79	          318228.88	         3002790.67	          186435.79
6*   OHT Mummudicholagan PRJ NL-S-CSR-160	         2239372.28	         1255729.61	           34821.25	         1290550.86	          948821.42	         2239372.28	         1255729.73	           34821.25	         1290550.98	          948821.30	               0.00	              -0.12	               0.00	              -0.12	               0.12	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2239372.28	         1255729.61	           34821.25	         1290550.86	          948821.42
6*   OHT Borewell Vegako PRJ NL-S-CSR-161	         3500000.00	         1053101.84	           53374.65	         1106476.49	         2393523.51	         3500000.00	         1053101.84	           53374.65	         1106476.49	         2393523.51	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3500000.00	         1053101.84	           53374.65	         1106476.49	         2393523.51
6*  OHT borewell Seplant PRJ NL-S-CSR-162	         2509946.30	         2120625.94	          374009.23	         2494635.17	           15311.13	         2509946.30	         2120625.94	          374009.23	         2494635.17	           15311.13	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         2509946.30	         2120625.94	          374009.23	         2494635.17	           15311.13
6*  Revitalisation Borew PRJ NL-S-CSR-164	         6500000.00	               0.00	               0.00	               0.00	         6500000.00	         6500000.00	               0.00	               0.00	               0.00	         6500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6500000.00	               0.00	               0.00	               0.00	         6500000.00
6*  OHT Annavalli  Vazhi PRJ NL-S-CSR-165	         3301961.20	         2697007.85	          156691.25	         2853699.10	          448262.10	         3301961.20	         2697007.85	          156691.25	         2853699.10	          448262.10	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3301961.20	         2697007.85	          156691.25	         2853699.10	          448262.10
6*  OHT ValliMaduram,Ma. PRJ NL-S-CSR-166	        11322971.46	         8466986.25	           21117.08	         8488103.33	         2834868.13	        11322971.46	         8466986.25	           21117.08	         8488103.33	         2834868.13	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        11322971.46	         8466986.25	           21117.08	         8488103.33	         2834868.13
6*  Drinking water borew PRJ NL-S-CSR-167	         1500000.00	          712377.94	               0.00	          712377.94	          787622.06	         1500000.00	          712377.94	               0.00	          712377.94	          787622.06	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1500000.00	          712377.94	               0.00	          712377.94	          787622.06
6*  Toilet blocks,school PRJ NL-S-CSR-168	         6000000.00	               0.00	         4100715.94	         4100715.94	         1899284.06	         6000000.00	               0.00	         4100715.94	         4100715.94	         1899284.06	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6000000.00	               0.00	         4100715.94	         4100715.94	         1899284.06
6*  Public Toilet Blocks PRJ NL-S-CSR-169	        22690896.65	        -6081498.00	               0.00	        -6081498.00	        28772394.65	        22690896.65	        -6081498.00	               0.00	        -6081498.00	        28772394.65	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        22690896.65	        -6081498.00	               0.00	        -6081498.00	        28772394.65
6*  swachh iconic places PRJ NL-S-CSR-170	         9738361.97	         5038361.97	         1290872.46	         6329234.43	         3409127.54	         9738361.97	         5038361.97	         1290872.46	         6329234.43	         3409127.54	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         9738361.97	         5038361.97	         1290872.46	         6329234.43	         3409127.54
6*  community toilets @  PRJ NL-S-CSR-171	         3500000.00	               0.00	         2965514.31	         2965514.31	          534485.69	         3500000.00	               0.00	         2965514.31	         2965514.31	          534485.69	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3500000.00	               0.00	         2965514.31	         2965514.31	          534485.69
6*  Toilets @ Kattukudal PRJ NL-S-CSR-172	         1258000.00	          848341.37	               0.00	          848341.37	          409658.63	         1258000.00	          848341.37	               0.00	          848341.37	          409658.63	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1258000.00	          848341.37	               0.00	          848341.37	          409658.63
6*   6 toilet blocks aro PRJ NL-S-CSR-173	         4231000.00	         3545623.62	            2166.64	         3547790.26	          683209.74	         4231000.00	         3545623.62	            2166.64	         3547790.26	          683209.74	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4231000.00	         3545623.62	            2166.64	         3547790.26	          683209.74
6*  Reimbursement Fee Di PRJ NL-S-CSR-174	         3000000.00	               0.00	               0.00	               0.00	         3000000.00	         3000000.00	               0.00	               0.00	               0.00	         3000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3000000.00	               0.00	               0.00	               0.00	         3000000.00
6*  2 classroom PUMS Paz PRJ NL-S-CSR-175	         4064000.00	         4059370.63	               0.00	         4059370.63	            4629.37	         4064000.00	         4059370.63	               0.00	         4059370.63	            4629.37	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4064000.00	         4059370.63	               0.00	         4059370.63	            4629.37
6*  4 classroom Gov BHSS PRJ NL-S-CSR-176	         4669000.00	         3172200.38	          826628.28	         3998828.66	          670171.34	         4669000.00	         3172200.38	          826628.28	         3998828.66	          670171.34	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4669000.00	         3172200.38	          826628.28	         3998828.66	          670171.34
6*  Compound wall GHS Sa PRJ NL-S-CSR-177	         1000000.00	               0.00	               0.00	               0.00	         1000000.00	         1000000.00	               0.00	               0.00	               0.00	         1000000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1000000.00	               0.00	               0.00	               0.00	         1000000.00
6*  Toilets tin shed hal PRJ NL-S-CSR-178	          500000.00	          408848.96	             791.26	          409640.22	           90359.78	          500000.00	          408848.96	             791.26	          409640.22	           90359.78	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          500000.00	          408848.96	             791.26	          409640.22	           90359.78
6*  clasroom Vanathiraya PRJ NL-S-CSR-179	         1887000.00	         1557481.25	           42783.39	         1600264.64	          286735.36	         1887000.00	         1557481.25	           42783.39	         1600264.64	          286735.36	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1887000.00	         1557481.25	           42783.39	         1600264.64	          286735.36
6*  Library GHS Melakupp PRJ NL-S-CSR-180	         6308633.15	         5764169.18	          405893.88	         6170063.06	          138570.09	         6308633.15	         5764169.44	          405893.88	         6170063.32	          138569.83	               0.00	              -0.26	               0.00	              -0.26	               0.26	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         6308633.15	         5764169.18	          405893.88	         6170063.06	          138570.09
6*  Reimb. purch Lab equ PRJ NL-S-CSR-181	        10192938.99	        10129933.58	               0.00	        10129933.58	           63005.41	        10192938.99	        10129933.58	               0.00	        10129933.58	           63005.41	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        10192938.99	        10129933.58	               0.00	        10129933.58	           63005.41
6*  Toilet Clasroom GHS  PRJ NL-S-CSR-182	         5787293.26	         1181482.10	         3110871.38	         4292353.48	         1494939.78	         5787293.26	         1181482.10	         3110871.38	         4292353.48	         1494939.78	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         5787293.26	         1181482.10	         3110871.38	         4292353.48	         1494939.78
6*  2clsroom PU Keelur A PRJ NL-S-CSR-183	         4500000.00	               0.00	               0.00	               0.00	         4500000.00	         4500000.00	               0.00	               0.00	               0.00	         4500000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         4500000.00	               0.00	               0.00	               0.00	         4500000.00
6*  Fin support SSVMPS B PRJ NL-S-CSR-184	         8700000.00	         8700000.00	               0.00	         8700000.00	               0.00	         8700000.00	         8700000.00	               0.00	         8700000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         8700000.00	         8700000.00	               0.00	         8700000.00	               0.00
6*  Infrastructure Libra PRJ NL-S-CSR-185	          700000.00	          538209.39	               0.00	          538209.39	          161790.61	          700000.00	          538209.39	               0.00	          538209.39	          161790.61	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          700000.00	          538209.39	               0.00	          538209.39	          161790.61
6*  Infrastructure Middl PRJ NL-S-CSR-186	          400000.00	          377929.74	               0.00	          377929.74	           22070.26	          400000.00	          377929.74	               0.00	          377929.74	           22070.26	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          400000.00	          377929.74	               0.00	          377929.74	           22070.26
6*  FA 20 clsroom Govt S PRJ NL-S-CSR-187	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  2 clsroom PUMS Adaya PRJ NL-S-CSR-188	         3000000.00	         2939786.11	           14100.50	         2953886.61	           46113.39	         3000000.00	         2939786.11	           14100.50	         2953886.61	           46113.39	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         3000000.00	         2939786.11	           14100.50	         2953886.61	           46113.39
6*  infra Gov school, Sw PRJ NL-S-CSR-189	         1200000.00	          925927.79	          138087.54	         1064015.33	          135984.67	         1200000.00	          925927.79	          138087.54	         1064015.33	          135984.67	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	         1200000.00	          925927.79	          138087.54	         1064015.33	          135984.67
6*  Infra. GHSS Lalamdes PRJ NL-S-CSR-190	          490000.00	          277241.44	           46683.50	          323924.94	          166075.06	          490000.00	          277241.44	           46683.50	          323924.94	          166075.06	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          490000.00	          277241.44	           46683.50	          323924.94	          166075.06
6*  Infra.Gov MahatmaGan PRJ NL-S-CSR-191	          400000.00	          295612.66	           50605.64	          346218.30	           53781.70	          400000.00	          295612.66	           50605.64	          346218.30	           53781.70	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          400000.00	          295612.66	           50605.64	          346218.30	           53781.70
6*  FA Atma Deepam Socie PRJ NL-S-CSR-192	          900000.00	          900000.00	               0.00	          900000.00	               0.00	          900000.00	          900000.00	               0.00	          900000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          900000.00	          900000.00	               0.00	          900000.00	               0.00
6*  FA VIKS Hyderabad    PRJ NL-S-CSR-193	          700000.00	          700000.00	               0.00	          700000.00	               0.00	          700000.00	          700000.00	               0.00	          700000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          700000.00	          700000.00	               0.00	          700000.00	               0.00
6*  FA Santhigiri Ashram PRJ NL-S-CSR-194	          300000.00	          300000.00	               0.00	          300000.00	               0.00	          300000.00	          300000.00	               0.00	          300000.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	          300000.00	          300000.00	               0.00	          300000.00	               0.00
6*  Sewing Machines to W PRJ NL-S-CSR-195	        12400000.00	        12004224.10	               0.00	        12004224.10	          395775.90	        12400000.00	        12004224.10	               0.00	        12004224.10	          395775.90	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	        12400000.00	        12004224.10	               0.00	        12004224.10	          395775.90
6*  Redevelopment activi PRJ NL-S-CSR-196	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
6*  FA to Guru Institute PRJ NL-S-CSR-197	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00	               0.00
